LineId,Time,EventId,Level,EventTemplate,Content,Component,Date,Node,LogSource
1759,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 26.0 in stage 28.0 (TID 1306),executor.Executor,17/06/09,,Spark
1760,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = 15, init = 23, finish = 1",python.PythonRunner,17/06/09,,Spark
1761,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_25 locally,storage.BlockManager,17/06/09,,Spark
1762,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1307,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1763,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 27.0 in stage 28.0 (TID 1307),executor.Executor,17/06/09,,Spark
1764,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 24.0 in stage 28.0 (TID 1304). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1765,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 43, boot = 15, init = 27, finish = 1",python.PythonRunner,17/06/09,,Spark
1766,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_26 locally,storage.BlockManager,17/06/09,,Spark
1767,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 23.0 in stage 28.0 (TID 1303). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1768,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1308,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1769,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 28.0 in stage 28.0 (TID 1308),executor.Executor,17/06/09,,Spark
1770,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_27 locally,storage.BlockManager,17/06/09,,Spark
1771,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1309,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1772,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 29.0 in stage 28.0 (TID 1309),executor.Executor,17/06/09,,Spark
1773,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_28 locally,storage.BlockManager,17/06/09,,Spark
1774,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_29 locally,storage.BlockManager,17/06/09,,Spark
1775,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 17, init = 23, finish = 1",python.PythonRunner,17/06/09,,Spark
1776,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 17, init = 24, finish = 0",python.PythonRunner,17/06/09,,Spark
1777,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 25.0 in stage 28.0 (TID 1305). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1778,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 26.0 in stage 28.0 (TID 1306). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1779,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = 27, init = 13, finish = 0",python.PythonRunner,17/06/09,,Spark
1780,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1310,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1781,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 30.0 in stage 28.0 (TID 1310),executor.Executor,17/06/09,,Spark
1782,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1311,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1783,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 31.0 in stage 28.0 (TID 1311),executor.Executor,17/06/09,,Spark
1784,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = 26, init = 14, finish = 0",python.PythonRunner,17/06/09,,Spark
1785,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 27.0 in stage 28.0 (TID 1307). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1786,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_30 locally,storage.BlockManager,17/06/09,,Spark
1787,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 28.0 in stage 28.0 (TID 1308). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1788,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1312,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1789,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = 16, init = 25, finish = 1",python.PythonRunner,17/06/09,,Spark
1790,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 32.0 in stage 28.0 (TID 1312),executor.Executor,17/06/09,,Spark
1791,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_31 locally,storage.BlockManager,17/06/09,,Spark
1792,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1313,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1793,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 33.0 in stage 28.0 (TID 1313),executor.Executor,17/06/09,,Spark
1794,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 29.0 in stage 28.0 (TID 1309). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1795,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_32 locally,storage.BlockManager,17/06/09,,Spark
1796,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1314,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1797,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 34.0 in stage 28.0 (TID 1314),executor.Executor,17/06/09,,Spark
1798,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_33 locally,storage.BlockManager,17/06/09,,Spark
1799,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_34 locally,storage.BlockManager,17/06/09,,Spark
1800,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = 18, init = 22, finish = 0",python.PythonRunner,17/06/09,,Spark
1801,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 19, init = 22, finish = 0",python.PythonRunner,17/06/09,,Spark
1802,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 30.0 in stage 28.0 (TID 1310). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1803,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 31.0 in stage 28.0 (TID 1311). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1804,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = 15, init = 25, finish = 0",python.PythonRunner,17/06/09,,Spark
1805,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1315,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1806,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 35.0 in stage 28.0 (TID 1315),executor.Executor,17/06/09,,Spark
1807,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1316,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1808,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 36.0 in stage 28.0 (TID 1316),executor.Executor,17/06/09,,Spark
1809,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 32.0 in stage 28.0 (TID 1312). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1810,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = 16, init = 25, finish = 1",python.PythonRunner,17/06/09,,Spark
1811,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_35 locally,storage.BlockManager,17/06/09,,Spark
1812,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 33.0 in stage 28.0 (TID 1313). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1813,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1317,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1814,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 37.0 in stage 28.0 (TID 1317),executor.Executor,17/06/09,,Spark
1815,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = 14, init = 25, finish = 1",python.PythonRunner,17/06/09,,Spark
1816,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_36 locally,storage.BlockManager,17/06/09,,Spark
1817,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1318,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1818,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 34.0 in stage 28.0 (TID 1314). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1819,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 38.0 in stage 28.0 (TID 1318),executor.Executor,17/06/09,,Spark
1820,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_37 locally,storage.BlockManager,17/06/09,,Spark
1821,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1319,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1822,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 39.0 in stage 28.0 (TID 1319),executor.Executor,17/06/09,,Spark
1823,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_38 locally,storage.BlockManager,17/06/09,,Spark
1824,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_39 locally,storage.BlockManager,17/06/09,,Spark
1825,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 23, init = 18, finish = 0",python.PythonRunner,17/06/09,,Spark
1826,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 19, init = 22, finish = 0",python.PythonRunner,17/06/09,,Spark
1827,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 35.0 in stage 28.0 (TID 1315). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1828,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 36.0 in stage 28.0 (TID 1316). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1829,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 38, boot = 14, init = 24, finish = 0",python.PythonRunner,17/06/09,,Spark
1830,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 37.0 in stage 28.0 (TID 1317). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1831,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = 19, init = 22, finish = 1",python.PythonRunner,17/06/09,,Spark
1832,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = 14, init = 26, finish = 0",python.PythonRunner,17/06/09,,Spark
1833,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 38.0 in stage 28.0 (TID 1318). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1834,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 39.0 in stage 28.0 (TID 1319). 2087 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1835,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1320,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1836,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1321,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1837,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 0.0 in stage 29.0 (TID 1320),executor.Executor,17/06/09,,Spark
1838,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 1.0 in stage 29.0 (TID 1321),executor.Executor,17/06/09,,Spark
1839,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1322,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1840,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 2.0 in stage 29.0 (TID 1322),executor.Executor,17/06/09,,Spark
1841,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1323,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1842,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 3.0 in stage 29.0 (TID 1323),executor.Executor,17/06/09,,Spark
1843,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1324,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1844,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 4.0 in stage 29.0 (TID 1324),executor.Executor,17/06/09,,Spark
1845,20:11:10,E29,INFO,Started reading broadcast variable <*>,Started reading broadcast variable 40,broadcast.TorrentBroadcast,17/06/09,,Spark
1846,20:11:10,E2,INFO,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block broadcast_40_piece0 stored as bytes in memory (estimated size 6.0 KB, free 874.3 KB)",storage.MemoryStore,17/06/09,,Spark
1847,20:11:10,E20,INFO,Reading broadcast variable <*> took <*> ms,Reading broadcast variable 40 took 10 ms,broadcast.TorrentBroadcast,17/06/09,,Spark
1848,20:11:10,E3,INFO,"Block <*> stored as values in memory (estimated size <*>, free <*>)","Block broadcast_40 stored as values in memory (estimated size 9.9 KB, free 884.2 KB)",storage.MemoryStore,17/06/09,,Spark
1849,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_0 locally,storage.BlockManager,17/06/09,,Spark
1850,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_4 locally,storage.BlockManager,17/06/09,,Spark
1851,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_3 locally,storage.BlockManager,17/06/09,,Spark
1852,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_2 locally,storage.BlockManager,17/06/09,,Spark
1853,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_1 locally,storage.BlockManager,17/06/09,,Spark
1854,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -79, init = 118, finish = 1",python.PythonRunner,17/06/09,,Spark
1855,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = -75, init = 113, finish = 1",python.PythonRunner,17/06/09,,Spark
1856,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = -80, init = 119, finish = 1",python.PythonRunner,17/06/09,,Spark
1857,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = -85, init = 125, finish = 1",python.PythonRunner,17/06/09,,Spark
1858,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 3.0 in stage 29.0 (TID 1323). 2128 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1859,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = -74, init = 115, finish = 1",python.PythonRunner,17/06/09,,Spark
1860,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 4.0 in stage 29.0 (TID 1324). 2128 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1861,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 0.0 in stage 29.0 (TID 1320). 2128 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1862,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 2.0 in stage 29.0 (TID 1322). 2128 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1863,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 1.0 in stage 29.0 (TID 1321). 2171 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1864,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1325,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1865,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 5.0 in stage 29.0 (TID 1325),executor.Executor,17/06/09,,Spark
1866,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1326,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1867,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 6.0 in stage 29.0 (TID 1326),executor.Executor,17/06/09,,Spark
1868,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1327,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1869,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 7.0 in stage 29.0 (TID 1327),executor.Executor,17/06/09,,Spark
1870,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1328,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1871,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 8.0 in stage 29.0 (TID 1328),executor.Executor,17/06/09,,Spark
1872,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1329,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1873,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 9.0 in stage 29.0 (TID 1329),executor.Executor,17/06/09,,Spark
1874,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_5 locally,storage.BlockManager,17/06/09,,Spark
1875,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_7 locally,storage.BlockManager,17/06/09,,Spark
1876,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_8 locally,storage.BlockManager,17/06/09,,Spark
1877,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_6 locally,storage.BlockManager,17/06/09,,Spark
1878,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_9 locally,storage.BlockManager,17/06/09,,Spark
1879,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = 18, init = 20, finish = 1",python.PythonRunner,17/06/09,,Spark
1880,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 16, init = 24, finish = 1",python.PythonRunner,17/06/09,,Spark
1881,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 43, boot = 25, init = 17, finish = 1",python.PythonRunner,17/06/09,,Spark
1882,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 19, init = 21, finish = 1",python.PythonRunner,17/06/09,,Spark
1883,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = 24, init = 17, finish = 1",python.PythonRunner,17/06/09,,Spark
1884,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 7.0 in stage 29.0 (TID 1327). 2171 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1885,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 5.0 in stage 29.0 (TID 1325). 2171 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1886,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 8.0 in stage 29.0 (TID 1328). 2128 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1887,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 9.0 in stage 29.0 (TID 1329). 2128 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1888,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 6.0 in stage 29.0 (TID 1326). 2171 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1889,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1330,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1890,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 10.0 in stage 29.0 (TID 1330),executor.Executor,17/06/09,,Spark
1891,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1331,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1892,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 11.0 in stage 29.0 (TID 1331),executor.Executor,17/06/09,,Spark
1893,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1332,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1894,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 12.0 in stage 29.0 (TID 1332),executor.Executor,17/06/09,,Spark
1895,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1333,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1896,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 13.0 in stage 29.0 (TID 1333),executor.Executor,17/06/09,,Spark
1897,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_10 locally,storage.BlockManager,17/06/09,,Spark
1898,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1334,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1899,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 14.0 in stage 29.0 (TID 1334),executor.Executor,17/06/09,,Spark
1900,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_11 locally,storage.BlockManager,17/06/09,,Spark
1901,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_12 locally,storage.BlockManager,17/06/09,,Spark
1902,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_14 locally,storage.BlockManager,17/06/09,,Spark
1903,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_13 locally,storage.BlockManager,17/06/09,,Spark
1904,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = 19, init = 19, finish = 1",python.PythonRunner,17/06/09,,Spark
1905,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 41, boot = 21, init = 19, finish = 1",python.PythonRunner,17/06/09,,Spark
1906,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 11.0 in stage 29.0 (TID 1331). 2128 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1907,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = 15, init = 23, finish = 1",python.PythonRunner,17/06/09,,Spark
1908,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 42, boot = 18, init = 23, finish = 1",python.PythonRunner,17/06/09,,Spark
1909,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 10.0 in stage 29.0 (TID 1330). 2128 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1910,20:11:10,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 43, boot = 15, init = 27, finish = 1",python.PythonRunner,17/06/09,,Spark
1911,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1335,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1912,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 15.0 in stage 29.0 (TID 1335),executor.Executor,17/06/09,,Spark
1913,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1336,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1914,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 14.0 in stage 29.0 (TID 1334). 2128 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1915,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 12.0 in stage 29.0 (TID 1332). 2128 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1916,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 16.0 in stage 29.0 (TID 1336),executor.Executor,17/06/09,,Spark
1917,20:11:10,E9,INFO,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task 13.0 in stage 29.0 (TID 1333). 2171 bytes result sent to driver,executor.Executor,17/06/09,,Spark
1918,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1337,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1919,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 17.0 in stage 29.0 (TID 1337),executor.Executor,17/06/09,,Spark
1920,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1338,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1921,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 18.0 in stage 29.0 (TID 1338),executor.Executor,17/06/09,,Spark
1922,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_16 locally,storage.BlockManager,17/06/09,,Spark
1923,20:11:10,E11,INFO,Got assigned task <*>,Got assigned task 1339,executor.CoarseGrainedExecutorBackend,17/06/09,,Spark
1924,20:11:10,E24,INFO,Running task <*> in stage <*> (TID <*>),Running task 19.0 in stage 29.0 (TID 1339),executor.Executor,17/06/09,,Spark
1925,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_15 locally,storage.BlockManager,17/06/09,,Spark
1926,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_17 locally,storage.BlockManager,17/06/09,,Spark
1927,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_18 locally,storage.BlockManager,17/06/09,,Spark
1928,20:11:10,E10,INFO,Found block rdd_<*> locally,Found block rdd_42_19 locally,storage.BlockManager,17/06/09,,Spark
1929,20:11:11,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = 20, init = 19, finish = 1",python.PythonRunner,17/06/09,,Spark
1930,20:11:11,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 40, boot = 20, init = 19, finish = 1",python.PythonRunner,17/06/09,,Spark
1931,20:11:11,E35,INFO,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = 39, boot = 18, init = 20, finish = 1",python.PythonRunner,17/06/09,,Spark
